index,event_time,event_id,transaction_amount,transaction_amount_in_rub,client_balance,transaction_amount_currency,event_channel,sub_channel,event_type,sub_type,type_operation,event_description,tree_info,policy_action,main_rule,epk_id,user_id,fio,segment,age,age_category,phone,phone_operator,region_phone_operator,dul_number,dul_type,payer_inn,card_number,transaction_sender_account_number,p2p_sender_account_number,payer_account_number,payer_card_number,mobile_phone_number,payer_transfer_type,payee_transfer_type,transaction_beneficiar_account_number,recipient_bik,payee_bank_name,member_id,sbp_id,operation_id,recipient_info,card_info,trust_info,recipient_inn,atm_merchant_name,merchant_info,pos_info,link_cf,mobile_sdk_info,scoring_oss,type_accept,source_type_accept,resolution_first,resolution_first_dttm,resolution_last,resolution_last_dttm,accept_time_sec,purpose,surface,product,product_type,payment_transaction_flag,has_claim,is_save,marked_as_not_save_reason,posterious_events,previous_events,hits_extra_facts,posterious_events_additional_info,previous_events_additional_info,own_loading_id,own_dt,event_dt
21,2026-02-04 11:57:47,38ea23f7-e494-4fae-a3b5-47e658ef95e2,127240.87,127240.87,155658.09,RUB,MOBILE,UFS.MOBILEAPI,PAYMENT,EDUCATION,EDUCATION_PAYMENT,Оплата онлайн-курсов,,deny,"{""rule_name"":""DENY регулярные платежи образовательной платформе с высоким риском"",""rule_id"":""f7a14f4c-356c-4aa0-9736-3d230cc63564"",""rule_category"":""Regular Pattern"",""description"":""Синтетическая сработка по операции: Оплата онлайн-курсов""}",2099007770421994000001,7770421994,Васильева Ольга Романовна,МВС,45,45-50 лет,+7 926 615-72-20,МТС,77,4517399016,21,772845913256,5599004387129941,40817810400077615722,40817810400077615722,40817810400077615722,5599004387129941,+7 (926) 615-72-20,Счет,Счет,60290539644560733749,044525974,Т-Банк,78249271789288,,5c08dfbbe0734172bfa4af59,"{""epk_id"":null,""user_id"":null,""fio"":""Соколова Анна Дмитриевна"",""inn"":null,""payee_phone_number"":""+7 977 541-04-19"",""brand_name"":""Яндекс Практикум"",""legal_name_of_service_provider"":""ООО Яндекс Практикум"",""full_name_org"":""ООО Яндекс Практикум"",""recipient_bank_name"":""Т-Банк"",""transaction_beneficiar_nick_name"":""Методист""}","{""card_type"":""DC"",""card_linked_account"":""40817810400077615722"",""momentum_flg"":""false"",""virt_flg"":""false"",""payment_system"":""Sberbank""}","{""trusted_device"":true,""trusted_payee"":false,""device_age_days"":193}",,,,,"{""recipient_from_address_book"":""НЕТ"",""export_user_payee_days_since_first_hit"":""210""}","{""phone_brand"":""Samsung Galaxy S23"",""name_os"":""Android"",""app_version"":""16.13.0""}","{""phone_reciver_ScoreMTS_se_2024"":""0.101607""}",Black List,rule,deny,2026-02-04 11:59:47,allow,2026-02-04 12:04:47,343,Покупка/Оплата услуг,ДБО,СБОЛ МП,Образовательные услуги,True,False,False,Операция подтверждена клиентом,"['PURCHASE|--|OLD|0_1p|+|12_24h|SC|CARDS|main_reason', 'P2P|--|OLD|15_20p|-|24_48h|--|DBO|--']","['hit|SB|SP|0_1p|0_1h', 'atm_deposit_cash|--|--|--|12_24h']","{""demo_client_trace"":true,""day_n"":""2026-02-04"",""has_180d_history"":true}","{""visit_event_dt"":null,""visit_event_id"":null,""db_visit_dttm"":null}","{""hit_cnt_per_client_72h"":2,""operations_cnt_180d"":100,""days_with_hits_180d"":15}",11266185,20260204,20260204
22,2026-02-05 11:33:57,e65d17a3-d023-4e38-ba8e-1f0377a88fe2,21799.17,21799.17,177781.76,RUB,MOBILE,UFS.MOBILEAPI,PAYMENT,EDUCATION,EDUCATION_PAYMENT,Оплата экзамена,,deny,"{""rule_name"":""DENY регулярные платежи образовательной платформе с высоким риском"",""rule_id"":""9dbbfd52-1e41-4b7e-a38a-3af4b2f5bbb7"",""rule_category"":""Regular Pattern"",""description"":""Синтетическая сработка по операции: Оплата экзамена""}",2099007770421995000001,7770421995,Никитин Сергей Алексеевич,МВС,33,30-35 лет,+7 912 550-14-36,МТС,77,4525880142,21,772845913257,5599004387129958,40817810400077550143,40817810400077550143,40817810400077550143,5599004387129958,+7 (912) 550-14-36,Счет,Счет,49682482855663673423,044525225,ПАО Сбербанк,43044768778734,,f309642be2e849a1aa4dfef8,"{""epk_id"":null,""user_id"":null,""fio"":""Иванова Мария Игоревна"",""inn"":null,""payee_phone_number"":""+7 925 331-19-82"",""brand_name"":""Центр тестирования"",""legal_name_of_service_provider"":""ООО Центр тестирования"",""full_name_org"":""ООО Центр тестирования"",""recipient_bank_name"":""ПАО Сбербанк"",""transaction_beneficiar_nick_name"":""Образование""}","{""card_type"":""DC"",""card_linked_account"":""40817810400077550143"",""momentum_flg"":""false"",""virt_flg"":""false"",""payment_system"":""Sberbank""}","{""trusted_device"":true,""trusted_payee"":false,""device_age_days"":10}",,,,,"{""recipient_from_address_book"":""НЕТ"",""export_user_payee_days_since_first_hit"":""16""}","{""phone_brand"":""Samsung Galaxy S23"",""name_os"":""Android"",""app_version"":""16.13.0""}","{""phone_reciver_ScoreMTS_se_2024"":""0.491578""}",Black List,rule,deny,2026-02-05 11:35:57,allow,2026-02-05 11:40:57,224,Покупка/Оплата услуг,ДБО,СБОЛ МП,Образовательные услуги,True,True,False,Операция подтверждена клиентом,"['PURCHASE|--|OLD|0_1p|+|12_24h|SC|CARDS|main_reason', 'P2P|--|OLD|15_20p|-|24_48h|--|DBO|--']","['hit|SB|SP|0_1p|0_1h', 'atm_deposit_cash|--|--|--|12_24h']","{""demo_client_trace"":true,""day_n"":""2026-02-05"",""has_180d_history"":true}","{""visit_event_dt"":null,""visit_event_id"":null,""db_visit_dttm"":null}","{""hit_cnt_per_client_72h"":2,""operations_cnt_180d"":100,""days_with_hits_180d"":15}",03067177,20260205,20260205
23,2026-02-05 14:30:36,ada3045b-bbe5-4064-817e-e5e0eec0128d,100884.68,100884.68,260638.26,RUB,CARDS,ISSUER,PURCHASE,PURCHASE,CARD_PURCHASE,Оплата обучения,,deny,"{""rule_name"":""CARD_DENY крупная покупка образовательных услуг после cash-in"",""rule_id"":""48d35870-23cd-4b26-abf7-7377adfa481c"",""rule_category"":""Behavior Anomaly"",""description"":""Синтетическая сработка по операции: Оплата обучения""}",2099007770421989000001,7770421989,Петрова Марина Олеговна,МВС,48,45-50 лет,+7 977 771-09-13,МТС,77,4517763205,21,772845913251,5599004387129897,40817810400077771091,40817810400077771091,40817810400077771091,5599004387129897,+7 (977) 771-09-13,Карта,Мерчант,40879782040226743322,044525823,Газпромбанк,31059272687351,,f16d707d0d66498a891ccd87,"{""epk_id"":null,""user_id"":null,""fio"":""Соколова Анна Дмитриевна"",""inn"":null,""payee_phone_number"":""+7 977 541-04-19"",""brand_name"":""Университет Синергия"",""legal_name_of_service_provider"":""ООО Университет Синергия"",""full_name_org"":""ООО Университет Синергия"",""recipient_bank_name"":""Газпромбанк"",""transaction_beneficiar_nick_name"":""Методист""}","{""card_type"":""DC"",""card_linked_account"":""40817810400077771091"",""momentum_flg"":""false"",""virt_flg"":""false"",""payment_system"":""Sberbank""}","{""trusted_device"":true,""trusted_payee"":false,""device_age_days"":197}",111402470337,Университет Синергия,"{""merchant_group"":""education"",""atm_mcc"":""8299"",""atm_mcc_name"":""Educational Services""}","{""pos_type"":""ECOM"",""response_code"":""00""}","{""recipient_from_address_book"":""НЕТ"",""export_user_payee_days_since_first_hit"":""147""}","{""phone_brand"":""Samsung Galaxy S23"",""name_os"":""Android"",""app_version"":""16.13.0""}","{""phone_reciver_ScoreMTS_se_2024"":""0.231170""}",Black List,rule,deny,2026-02-05 14:32:36,allow,2026-02-05 14:37:36,236,Покупка/Оплата услуг,Карты,Карта,Образовательные услуги,True,False,False,Операция подтверждена клиентом,"['PURCHASE|--|OLD|0_1p|+|12_24h|SC|CARDS|main_reason', 'P2P|--|OLD|15_20p|-|24_48h|--|DBO|--']","['p2p_deposit_sbp|--|--|--|48_96h', 'atm_deposit_cash|--|--|--|12_24h']","{""demo_client_trace"":true,""day_n"":""2026-02-05"",""has_180d_history"":true}","{""visit_event_dt"":null,""visit_event_id"":null,""db_visit_dttm"":null}","{""hit_cnt_per_client_72h"":1,""operations_cnt_180d"":100,""days_with_hits_180d"":8}",46363808,20260205,20260205
24,2026-02-05 17:51:33,801de5d2-0e62-4913-a13c-edeb8e6c5863,12277.87,12277.87,64572.75,RUB,MOBILE,UFS.MOBILEAPI,PAYMENT,EDUCATION,EDUCATION_PAYMENT,Оплата экзамена,,deny,"{""rule_name"":""DENY оплата обучения после смены устройства"",""rule_id"":""48bd2851-41f2-4640-8119-72c5bab1388a"",""rule_category"":""Device Anomaly"",""description"":""Синтетическая сработка по операции: Оплата экзамена""}",2099007770421986000001,7770421986,Кузнецов Андрей Сергеевич,МВС,42,40-45 лет,+7 916 742-18-65,МТС,77,4519884216,21,772845913248,5599004387129866,40817810400077421865,40817810400077421865,40817810400077421865,5599004387129866,+7 (916) 742-18-65,Счет,Счет,18501828591313690162,044525593,Альфа-Банк,72930867747322,,8413c381bb0f47b5bdc58b55,"{""epk_id"":null,""user_id"":null,""fio"":""Смирнов Павел Максимович"",""inn"":null,""payee_phone_number"":""+7 916 114-22-75"",""brand_name"":""Центр тестирования"",""legal_name_of_service_provider"":""ООО Центр тестирования"",""full_name_org"":""ООО Центр тестирования"",""recipient_bank_name"":""Альфа-Банк"",""transaction_beneficiar_nick_name"":""Куратор""}","{""card_type"":""DC"",""card_linked_account"":""40817810400077421865"",""momentum_flg"":""false"",""virt_flg"":""false"",""payment_system"":""Sberbank""}","{""trusted_device"":true,""trusted_payee"":false,""device_age_days"":189}",,,,,"{""recipient_from_address_book"":""НЕТ"",""export_user_payee_days_since_first_hit"":""38""}","{""phone_brand"":""Samsung Galaxy S23"",""name_os"":""Android"",""app_version"":""16.13.0""}","{""phone_reciver_ScoreMTS_se_2024"":""0.838753""}",Black List,rule,deny,2026-02-05 17:53:33,allow,2026-02-05 17:58:33,326,Покупка/Оплата услуг,ДБО,СБОЛ МП,Образовательные услуги,True,False,False,Операция подтверждена клиентом,"['PURCHASE|--|OLD|0_1p|+|12_24h|SC|CARDS|main_reason', 'P2P|--|OLD|15_20p|-|24_48h|--|DBO|--']","['p2p_deposit_sbp|--|--|--|48_96h', 'atm_deposit_cash|--|--|--|12_24h']","{""demo_client_trace"":true,""day_n"":""2026-02-05"",""has_180d_history"":true}","{""visit_event_dt"":null,""visit_event_id"":null,""db_visit_dttm"":null}","{""hit_cnt_per_client_72h"":1,""operations_cnt_180d"":100,""days_with_hits_180d"":8}",32704304,20260205,20260205
25,2026-02-06 14:30:04,ef3b6109-80d0-4a36-aefe-9c31d1fd53bb,7075.05,7075.05,136618.54,RUB,CARDS,ISSUER,PURCHASE,PURCHASE,CARD_PURCHASE,Оплата учебных материалов,,deny,"{""rule_name"":""DENY нетипичная сумма оплаты курсов"",""rule_id"":""7274011c-13be-4891-9c62-76bcbc317f54"",""rule_category"":""Amount Anomaly"",""description"":""Синтетическая сработка по операции: Оплата учебных материалов""}",2099007770421993000001,7770421993,Орлов Павел Максимович,МВС,26,25-30 лет,+7 901 882-31-49,МТС,77,4524672831,21,772845913255,5599004387129934,40817810400077882314,40817810400077882314,40817810400077882314,5599004387129934,+7 (901) 882-31-49,Карта,Мерчант,47294983186212324601,044525823,Газпромбанк,46658503753214,,4966d3696b324abf9be89d82,"{""epk_id"":null,""user_id"":null,""fio"":""Иванова Мария Игоревна"",""inn"":null,""payee_phone_number"":""+7 925 331-19-82"",""brand_name"":""ЛитРес Образование"",""legal_name_of_service_provider"":""ООО ЛитРес Образование"",""full_name_org"":""ООО ЛитРес Образование"",""recipient_bank_name"":""Газпромбанк"",""transaction_beneficiar_nick_name"":""Образование""}","{""card_type"":""DC"",""card_linked_account"":""40817810400077882314"",""momentum_flg"":""false"",""virt_flg"":""false"",""payment_system"":""Sberbank""}","{""trusted_device"":true,""trusted_payee"":false,""device_age_days"":11}",561010092509,ЛитРес Образование,"{""merchant_group"":""education"",""atm_mcc"":""5942"",""atm_mcc_name"":""Book Stores""}","{""pos_type"":""ECOM"",""response_code"":""00""}","{""recipient_from_address_book"":""НЕТ"",""export_user_payee_days_since_first_hit"":""82""}","{""phone_brand"":""Samsung Galaxy S23"",""name_os"":""Android"",""app_version"":""16.13.0""}","{""phone_reciver_ScoreMTS_se_2024"":""0.965506""}",Black List,rule,deny,2026-02-06 14:32:04,allow,2026-02-06 14:37:04,254,Покупка/Оплата услуг,Карты,Карта,Образовательные услуги,True,False,False,Операция подтверждена клиентом,"['PURCHASE|--|OLD|0_1p|+|12_24h|SC|CARDS|main_reason', 'P2P|--|OLD|15_20p|-|24_48h|--|DBO|--']","['p2p_deposit_sbp|--|--|--|48_96h', 'atm_deposit_cash|--|--|--|12_24h']","{""demo_client_trace"":true,""day_n"":""2026-02-06"",""has_180d_history"":true}","{""visit_event_dt"":null,""visit_event_id"":null,""db_visit_dttm"":null}","{""hit_cnt_per_client_72h"":1,""operations_cnt_180d"":100,""days_with_hits_180d"":15}",61461657,20260206,20260206
26,2026-02-06 17:27:43,59054721-8fe1-431d-bdd4-2238aa80595a,209649.54,209649.54,264288.82,RUB,MOBILE,UFS.MOBILEAPI,PAYMENT,EDUCATION,EDUCATION_PAYMENT,Оплата образовательной платформы,,deny,"{""rule_name"":""DENY оплата обучения после смены устройства"",""rule_id"":""382e2ae3-be45-4b75-9966-c5d0be1bdae5"",""rule_category"":""Device Anomaly"",""description"":""Синтетическая сработка по операции: Оплата образовательной платформы""}",2099007770421987000001,7770421987,Иванова Елена Павловна,МВС,35,35-40 лет,+7 925 104-22-91,МТС,77,4520113377,21,772845913249,5599004387129873,40817810400077104921,40817810400077104921,40817810400077104921,5599004387129873,+7 (925) 104-22-91,Счет,Счет,10103294090337937113,044525974,Т-Банк,28806637344730,,ae20561022f341488050ee5b,"{""epk_id"":null,""user_id"":null,""fio"":""Соколова Анна Дмитриевна"",""inn"":null,""payee_phone_number"":""+7 977 541-04-19"",""brand_name"":""Skillbox"",""legal_name_of_service_provider"":""ООО Skillbox"",""full_name_org"":""ООО Skillbox"",""recipient_bank_name"":""Т-Банк"",""transaction_beneficiar_nick_name"":""Методист""}","{""card_type"":""DC"",""card_linked_account"":""40817810400077104921"",""momentum_flg"":""false"",""virt_flg"":""false"",""payment_system"":""Sberbank""}","{""trusted_device"":true,""trusted_payee"":false,""device_age_days"":12}",,,,,"{""recipient_from_address_book"":""НЕТ"",""export_user_payee_days_since_first_hit"":""2""}","{""phone_brand"":""Samsung Galaxy S23"",""name_os"":""Android"",""app_version"":""16.13.0""}","{""phone_reciver_ScoreMTS_se_2024"":""0.791346""}",Black List,rule,deny,2026-02-06 17:29:43,allow,2026-02-06 17:34:43,405,Покупка/Оплата услуг,ДБО,СБОЛ МП,Образовательные услуги,True,False,False,Операция подтверждена клиентом,"['PURCHASE|--|OLD|0_1p|+|12_24h|SC|CARDS|main_reason', 'P2P|--|OLD|15_20p|-|24_48h|--|DBO|--']","['p2p_deposit_sbp|--|--|--|48_96h', 'atm_deposit_cash|--|--|--|12_24h']","{""demo_client_trace"":true,""day_n"":""2026-02-06"",""has_180d_history"":true}","{""visit_event_dt"":null,""visit_event_id"":null,""db_visit_dttm"":null}","{""hit_cnt_per_client_72h"":1,""operations_cnt_180d"":100,""days_with_hits_180d"":8}",31262642,20260206,20260206
27,2026-02-06 17:51:01,d6148d65-1c4e-40e8-8277-1ab5fb5dacfb,227627.19,227627.19,320221.56,RUB,MOBILE,UFS.MOBILEAPI,PAYMENT,EDUCATION,EDUCATION_PAYMENT,Оплата образовательной платформы,,deny,"{""rule_name"":""CARD_DENY крупная покупка образовательных услуг после cash-in"",""rule_id"":""b3175425-08ff-4594-8d71-b949c2eac4f9"",""rule_category"":""Behavior Anomaly"",""description"":""Синтетическая сработка по операции: Оплата образовательной платформы""}",2099007770421990000001,7770421990,Соколова Анна Дмитриевна,МВС,31,30-35 лет,+7 916 218-77-64,МТС,77,4522851740,21,772845913252,5599004387129903,40817810400077218776,40817810400077218776,40817810400077218776,5599004387129903,+7 (916) 218-77-64,Счет,Счет,90679837189357738143,044525593,Альфа-Банк,88700408650318,,4f0af8606996467e96dc45d5,"{""epk_id"":null,""user_id"":null,""fio"":""Соколова Анна Дмитриевна"",""inn"":null,""payee_phone_number"":""+7 977 541-04-19"",""brand_name"":""Skillbox"",""legal_name_of_service_provider"":""ООО Skillbox"",""full_name_org"":""ООО Skillbox"",""recipient_bank_name"":""Альфа-Банк"",""transaction_beneficiar_nick_name"":""Методист""}","{""card_type"":""DC"",""card_linked_account"":""40817810400077218776"",""momentum_flg"":""false"",""virt_flg"":""false"",""payment_system"":""Sberbank""}","{""trusted_device"":true,""trusted_payee"":false,""device_age_days"":57}",,,,,"{""recipient_from_address_book"":""НЕТ"",""export_user_payee_days_since_first_hit"":""124""}","{""phone_brand"":""Samsung Galaxy S23"",""name_os"":""Android"",""app_version"":""16.13.0""}","{""phone_reciver_ScoreMTS_se_2024"":""0.392397""}",Black List,rule,deny,2026-02-06 17:53:01,allow,2026-02-06 17:58:01,314,Покупка/Оплата услуг,ДБО,СБОЛ МП,Образовательные услуги,True,False,False,Операция подтверждена клиентом,"['PURCHASE|--|OLD|0_1p|+|12_24h|SC|CARDS|main_reason', 'P2P|--|OLD|15_20p|-|24_48h|--|DBO|--']","['p2p_deposit_sbp|--|--|--|48_96h', 'atm_deposit_cash|--|--|--|12_24h']","{""demo_client_trace"":true,""day_n"":""2026-02-06"",""has_180d_history"":true}","{""visit_event_dt"":null,""visit_event_id"":null,""db_visit_dttm"":null}","{""hit_cnt_per_client_72h"":1,""operations_cnt_180d"":100,""days_with_hits_180d"":8}",07532964,20260206,20260206
28,2026-02-07 08:48:08,19abca88-dd86-4dad-ac9f-e7b6ca45e6ad,42366.05,42366.05,144763.39,RUB,CARDS,ISSUER,PURCHASE,PURCHASE,CARD_PURCHASE,Оплата занятий с репетитором,,deny,"{""rule_name"":""DENY оплата обучения после смены устройства"",""rule_id"":""ac029ed9-a09c-45a1-beb2-43820fe6dd3f"",""rule_category"":""Device Anomaly"",""description"":""Синтетическая сработка по операции: Оплата занятий с репетитором""}",2099007770421988000001,7770421988,Смирнов Олег Викторович,МВС,29,25-30 лет,+7 903 512-44-08,МТС,77,4521445091,21,772845913250,5599004387129880,40817810400077512440,40817810400077512440,40817810400077512440,5599004387129880,+7 (903) 512-44-08,Карта,Мерчант,28219371104111342759,044525225,ПАО Сбербанк,66494512385086,,435d8002b58d4a86a351eb9e,"{""epk_id"":null,""user_id"":null,""fio"":""Соколова Анна Дмитриевна"",""inn"":null,""payee_phone_number"":""+7 977 541-04-19"",""brand_name"":""Профи Обучение"",""legal_name_of_service_provider"":""ООО Профи Обучение"",""full_name_org"":""ООО Профи Обучение"",""recipient_bank_name"":""ПАО Сбербанк"",""transaction_beneficiar_nick_name"":""Методист""}","{""card_type"":""DC"",""card_linked_account"":""40817810400077512440"",""momentum_flg"":""false"",""virt_flg"":""false"",""payment_system"":""Sberbank""}","{""trusted_device"":true,""trusted_payee"":false,""device_age_days"":80}",641613001542,Профи Обучение,"{""merchant_group"":""education"",""atm_mcc"":""8299"",""atm_mcc_name"":""Educational Services""}","{""pos_type"":""ECOM"",""response_code"":""05""}","{""recipient_from_address_book"":""НЕТ"",""export_user_payee_days_since_first_hit"":""213""}","{""phone_brand"":""Samsung Galaxy S23"",""name_os"":""Android"",""app_version"":""16.13.0""}","{""phone_reciver_ScoreMTS_se_2024"":""0.805408""}",Black List,rule,deny,2026-02-07 08:50:08,deny,2026-02-07 08:55:08,367,Покупка/Оплата услуг,Карты,Карта,Образовательные услуги,True,False,True,Сработка требует проверки,"['PURCHASE|--|OLD|0_1p|+|12_24h|SC|CARDS|main_reason', 'P2P|--|OLD|15_20p|-|24_48h|--|DBO|--']","['p2p_deposit_sbp|--|--|--|48_96h', 'atm_deposit_cash|--|--|--|12_24h']","{""demo_client_trace"":true,""day_n"":""2026-02-07"",""has_180d_history"":true}","{""visit_event_dt"":null,""visit_event_id"":null,""db_visit_dttm"":null}","{""hit_cnt_per_client_72h"":1,""operations_cnt_180d"":100,""days_with_hits_180d"":8}",29051868,20260207,20260207
29,2026-02-07 17:51:29,52819d11-d974-4039-ae4d-ea6c63174582,173520.08,173520.08,328309.90,RUB,MOBILE,UFS.MOBILEAPI,PAYMENT,EDUCATION,EDUCATION_PAYMENT,Оплата онлайн-курсов,,deny,"{""rule_name"":""DENY нетипичная сумма оплаты курсов"",""rule_id"":""d50a76f7-5409-4a2c-8902-1ebbb6165a7c"",""rule_category"":""Amount Anomaly"",""description"":""Синтетическая сработка по операции: Оплата онлайн-курсов""}",2099007770421994000001,7770421994,Васильева Ольга Романовна,МВС,45,45-50 лет,+7 926 615-72-20,МТС,77,4517399016,21,772845913256,5599004387129941,40817810400077615722,40817810400077615722,40817810400077615722,5599004387129941,+7 (926) 615-72-20,Счет,Счет,66412101095373268295,044525593,Альфа-Банк,35158551099693,,9875797624594c71bd787e15,"{""epk_id"":null,""user_id"":null,""fio"":""Иванова Мария Игоревна"",""inn"":null,""payee_phone_number"":""+7 925 331-19-82"",""brand_name"":""Яндекс Практикум"",""legal_name_of_service_provider"":""ООО Яндекс Практикум"",""full_name_org"":""ООО Яндекс Практикум"",""recipient_bank_name"":""Альфа-Банк"",""transaction_beneficiar_nick_name"":""Образование""}","{""card_type"":""DC"",""card_linked_account"":""40817810400077615722"",""momentum_flg"":""false"",""virt_flg"":""false"",""payment_system"":""Sberbank""}","{""trusted_device"":true,""trusted_payee"":false,""device_age_days"":65}",,,,,"{""recipient_from_address_book"":""НЕТ"",""export_user_payee_days_since_first_hit"":""59""}","{""phone_brand"":""Samsung Galaxy S23"",""name_os"":""Android"",""app_version"":""16.13.0""}","{""phone_reciver_ScoreMTS_se_2024"":""0.064292""}",Black List,rule,deny,2026-02-07 17:53:29,allow,2026-02-07 17:58:29,278,Покупка/Оплата услуг,ДБО,СБОЛ МП,Образовательные услуги,True,False,False,Операция подтверждена клиентом,"['PURCHASE|--|OLD|0_1p|+|12_24h|SC|CARDS|main_reason', 'P2P|--|OLD|15_20p|-|24_48h|--|DBO|--']","['p2p_deposit_sbp|--|--|--|48_96h', 'atm_deposit_cash|--|--|--|12_24h']","{""demo_client_trace"":true,""day_n"":""2026-02-07"",""has_180d_history"":true}","{""visit_event_dt"":null,""visit_event_id"":null,""db_visit_dttm"":null}","{""hit_cnt_per_client_72h"":1,""operations_cnt_180d"":100,""days_with_hits_180d"":15}",93822959,20260207,20260207
30,2026-02-08 17:27:39,fa22e4b5-0d6c-43fd-be93-eb21d1b18e28,37676.91,37676.91,209414.65,RUB,MOBILE,UFS.MOBILEAPI,PAYMENT,EDUCATION,EDUCATION_PAYMENT,Оплата экзамена,,deny,"{""rule_name"":""DENY нетипичная сумма оплаты курсов"",""rule_id"":""c42de200-c809-4354-9317-2e5e2bca7a37"",""rule_category"":""Amount Anomaly"",""description"":""Синтетическая сработка по операции: Оплата экзамена""}",2099007770421995000001,7770421995,Никитин Сергей Алексеевич,МВС,33,30-35 лет,+7 912 550-14-36,МТС,77,4525880142,21,772845913257,5599004387129958,40817810400077550143,40817810400077550143,40817810400077550143,5599004387129958,+7 (912) 550-14-36,Счет,Счет,35934043890143900415,044525974,Т-Банк,37997290177707,,2af069096bc4440293661c6f,"{""epk_id"":null,""user_id"":null,""fio"":""Петров Денис Алексеевич"",""inn"":null,""payee_phone_number"":""+7 903 742-88-10"",""brand_name"":""Центр тестирования"",""legal_name_of_service_provider"":""ООО Центр тестирования"",""full_name_org"":""ООО Центр тестирования"",""recipient_bank_name"":""Т-Банк"",""transaction_beneficiar_nick_name"":""Репетитор""}","{""card_type"":""DC"",""card_linked_account"":""40817810400077550143"",""momentum_flg"":""false"",""virt_flg"":""false"",""payment_system"":""Sberbank""}","{""trusted_device"":true,""trusted_payee"":false,""device_age_days"":38}",,,,,"{""recipient_from_address_book"":""НЕТ"",""export_user_payee_days_since_first_hit"":""138""}","{""phone_brand"":""Samsung Galaxy S23"",""name_os"":""Android"",""app_version"":""16.13.0""}","{""phone_reciver_ScoreMTS_se_2024"":""0.664514""}",Black List,rule,deny,2026-02-08 17:29:39,allow,2026-02-08 17:34:39,269,Покупка/Оплата услуг,ДБО,СБОЛ МП,Образовательные услуги,True,False,False,Операция подтверждена клиентом,"['PURCHASE|--|OLD|0_1p|+|12_24h|SC|CARDS|main_reason', 'P2P|--|OLD|15_20p|-|24_48h|--|DBO|--']","['p2p_deposit_sbp|--|--|--|48_96h', 'atm_deposit_cash|--|--|--|12_24h']","{""demo_client_trace"":true,""day_n"":""2026-02-08"",""has_180d_history"":true}","{""visit_event_dt"":null,""visit_event_id"":null,""db_visit_dttm"":null}","{""hit_cnt_per_client_72h"":1,""operations_cnt_180d"":100,""days_with_hits_180d"":15}",61282587,20260208,20260208
31,2026-02-09 08:24:46,59bc052b-5aee-4e1f-a692-64631dc21b3c,2957.29,2957.29,78867.45,RUB,CARDS,ISSUER,PURCHASE,PURCHASE,CARD_PURCHASE,Оплата учебных материалов,,deny,"{""rule_name"":""CARD_DENY крупная покупка образовательных услуг после cash-in"",""rule_id"":""9a86f88d-777b-48f6-9768-09580b4d773b"",""rule_category"":""Behavior Anomaly"",""description"":""Синтетическая сработка по операции: Оплата учебных материалов""}",2099007770421993000001,7770421993,Орлов Павел Максимович,МВС,26,25-30 лет,+7 901 882-31-49,МТС,77,4524672831,21,772845913255,5599004387129934,40817810400077882314,40817810400077882314,40817810400077882314,5599004387129934,+7 (901) 882-31-49,Карта,Мерчант,23407510806940505519,044525187,ВТБ,30419878176360,,2bc2043efb39460586606a8f,"{""epk_id"":null,""user_id"":null,""fio"":""Петров Денис Алексеевич"",""inn"":null,""payee_phone_number"":""+7 903 742-88-10"",""brand_name"":""ЛитРес Образование"",""legal_name_of_service_provider"":""ООО ЛитРес Образование"",""full_name_org"":""ООО ЛитРес Образование"",""recipient_bank_name"":""ВТБ"",""transaction_beneficiar_nick_name"":""Репетитор""}","{""card_type"":""DC"",""card_linked_account"":""40817810400077882314"",""momentum_flg"":""false"",""virt_flg"":""false"",""payment_system"":""Sberbank""}","{""trusted_device"":true,""trusted_payee"":false,""device_age_days"":72}",518389105425,ЛитРес Образование,"{""merchant_group"":""education"",""atm_mcc"":""5942"",""atm_mcc_name"":""Book Stores""}","{""pos_type"":""ECOM"",""response_code"":""05""}","{""recipient_from_address_book"":""НЕТ"",""export_user_payee_days_since_first_hit"":""188""}","{""phone_brand"":""Samsung Galaxy S23"",""name_os"":""Android"",""app_version"":""16.13.0""}","{""phone_reciver_ScoreMTS_se_2024"":""0.655127""}",Black List,rule,deny,2026-02-09 08:26:46,deny,2026-02-09 08:31:46,391,Покупка/Оплата услуг,Карты,Карта,Образовательные услуги,True,False,True,Сработка требует проверки,"['PURCHASE|--|OLD|0_1p|+|12_24h|SC|CARDS|main_reason', 'P2P|--|OLD|15_20p|-|24_48h|--|DBO|--']","['hit|SB|SP|0_1p|0_1h', 'atm_deposit_cash|--|--|--|12_24h']","{""demo_client_trace"":true,""day_n"":""2026-02-09"",""has_180d_history"":true}","{""visit_event_dt"":null,""visit_event_id"":null,""db_visit_dttm"":null}","{""hit_cnt_per_client_72h"":2,""operations_cnt_180d"":100,""days_with_hits_180d"":15}",64939136,20260209,20260209
